"Object Number","Collection Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Level","Full Name","Scope And Content","Date","Extent","Physical/Technical","Multimedia name","Copyright","Multimedia irn"
"2005/078/1/134","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","River with shot of steamer","View of the river [Juba] with the funnel of a steamer visible over the bank.

Original manuscript caption: River Snap with top of River Steamer","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-134[v2].tif","[Copyright] Bristol Record Office","205257"
"2005/078/1/135","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","View of H.M.S. Forte","View of H.M.S. Forte across the water with two European men standing in the foreground.

Original manuscript caption: Snapping H.M.S. Forte from the tender","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-135[v2].tif","[Copyright] Bristol Record Office","205258"
"2005/078/1/136","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Barge towed by steamer, River Juba","Group of African men on a barge with towing rope, River Juba. 

Original manuscript caption: A pretty bend of the Juba.  Barge towed behind steamer.","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-136[v2].tif","[Copyright] Bristol Record Office","205259"
"2005/078/1/137","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Section 3, Jubaland Police","Line of police troops on parade

Original manuscript caption: Section 3 Juberland","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-137[v2].tif","[Copyright] Bristol Record Office","205260"
"2005/078/1/138","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Section 3, Jubaland Police","Line of police troops on parade

Original manuscript caption: Section 3 Juberland","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-138[v2].tif","[Copyright] Bristol Record Office","205261"
"2005/078/1/139","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Kismayu from across the water","Distant view of buildings taken across water from a ship.

Original manuscript caption: Kismayu","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-139[v2].tif","[Copyright] Bristol Record Office","205262"
"2005/078/1/14","Elliott","Kenya","default","default","default","default","default","default","default","default","default","Item","View of Nairobi","Distant view of town with trees in foreground

Original manuscript caption: View of Nairobi","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-14[V2].tif","[Copyright] Bristol Record Office","204486"
"2005/078/1/140","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Yonte from the river","House set in trees, photographed from the water

Original manuscript caption: Yonte from the River","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-140[v2].tif","[Copyright] Bristol Record Office","205263"
"2005/078/1/141","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police troops with camels","Group of Somali men, some of them in Police uniform, loading camels

Original manuscript caption: Loading up my grub","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-141[v2].tif","[Copyright] Bristol Record Office","205264"
"2005/078/1/142","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police with Ogaden chief","Group shot of Somali men armed with spears, flanked by a group of police troops.

Original manuscript caption: Police & Ogaden chief","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-142[v2].tif","[Copyright] Bristol Record Office","205265"
"2005/078/1/143","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Police troops with camels","Group of Somali men, some of them in Police uniform, loading camels in a clearing

Original manuscript caption: Loading up ready for next march","c. 1910","1 photograph","1 b/w photograph glued into album, slightly faded","BEC 2005-078-1-143[v2].tif","[Copyright] Bristol Record Office","205266"
"2005/078/1/144","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Group at Afinadu","Group shot of Somali men armed with spears, flanked by a group of police troops.

Original manuscript caption: @ Afinadu","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-144[v2].tif","[Copyright] Bristol Record Office","205267"
"2005/078/1/145","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Elliott's verandah","Elliot seated among palm fronds, behind a signalling lamp.

Original manuscript caption: My verandah","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-145[v2].tif","[Copyright] Bristol Record Office","205268"
"2005/078/1/146","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Elliott's verandah","Elliot seated among palm fronds, behind a signalling lamp.

Original manuscript caption: Quick ? [blurred] in foreground. Signalling lamp behind","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-146[v2].tif","[Copyright] Bristol Record Office","205269"
"2005/078/1/147","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","View of Kismayu","View of one storey buildings and thatched shelters stretching into the distance

Original manuscript caption: Long view of Kismayu (right)","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-147[v2].tif","[Copyright] Bristol Record Office","205270"
"2005/078/1/148","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","View of Kismayu","View of buildings stretching into the distance towards the sea

Original manuscript caption: Long view of Kismayu (left)","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-148[v2].tif","[Copyright] Bristol Record Office","205271"
"2005/078/1/149","Elliott","Kenya","default","default","default","default","default","default","default","default","default","Item","Street in Lamu","View of street with thatched huts and palm trees

Original manuscript caption: Street in Lamu","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-149[v2].tif","[Copyright] Bristol Record Office","205272"
"2005/078/1/15","Elliott","Somalia","Jubaland","default","default","default","default","default","default","default","default","Item","Somali police recruits","Police troops lined up for inspection

Original manuscript caption: My Somali recruits","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-15[V2].tif","[Copyright] Bristol Record Office","204487"
"2005/078/1/150","Elliott","Kenya","default","default","default","default","default","default","default","default","default","Item","Lamu well","A backstreet well with figures collecting water

Original manuscript caption: Lamu well","c. 1910","1 photograph","1 b/w photograph glued into album","BEC 2005-078-1-150[v2].tif","[Copyright] Bristol Record Office","205273"
